id,trigger,conditions,script,text,options,notes
shroudedSubstrateOptSelC,DialogOptionSelected,$option == shroudedSubstrate_optSelC,"$saidUseful = true 0
FireAll shroudedSubstrateBeginOpts","-Muy bien -tu oficial de tecnologia intercambia otra mirada con Ingenieria-. En mi opinion profesional.

-Cuando se estabiliza y... se provoca, parece crear energia de... algun otro lugar. O transformarla, potenciarla. La ganancia es espectacular.

Tu ingeniero jefe da un paso al frente. -Esa prueba con el cortador laser habria perforado el casco si -lanza una mirada a Tecnica-, si no estuvieramos siguiendo el protocolo de usar un respaldo de placa antigravedad en la zona de pruebas.

-Mira, admiti que tenias razon al... -Tecnica capta tu expresion y se calla, adoptando una actitud deferente.",,
shroudedSubstrateOptSelD,DialogOptionSelected,$option == shroudedSubstrate_optSelD,"$saidDestroyed = true 0
FireAll shroudedSubstrateBeginOpts","Engineering sonrie con sorna a Tech.

""Es esencialmente inestable, si se deja asi"", admite Tech. ""Sin contencion, se..."", hace una pausa, buscando la palabra.

""Desvanecera? No, retirara. Lentamente. El proceso no es lineal y parece acelerarse con el tiempo. Aunque es dificil medir los terminos exactos de masa, volumen o... rendimiento. Todo simplemente se vuelve... menos"".",,
shroudedSubstrateOptSelE,DialogOptionSelected,$option == shroudedSubstrate_optSelE,,"Tecnica mira a Ingenieria, que apenas logra contener una sonrisa pese a su escepticismo anterior. Tu jefe de ingenieria asiente, y le da la vuelta a un TriPad para ensenartelo.

""Es bastante sencillo, $playerSirOrMadam. Hay que escalar el banco de pruebas usando equipo comun modificado para producir salidas dentro del rango de aplicacion de combate. Un chasis robusto no es dificil de lograr. Ya estamos equipados para reparar componentes modulares de la mayoria de los sistemas de armas usando piezas microforjadas y las reservas de suministros existentes.""

Hace una pausa, mirando de nuevo hacia la bahia de trabajo. ""La clave es este 'sustrato'. Proporciona el nucleo, la... amplificacion, la transformacion.""",shroudedSubstrate_optSelE2:Continuar,
shroudedSubstrateOptSelE2,DialogOptionSelected,$option == shroudedSubstrate_optSelE2,"$saidWeaponized = true 0
FireAll shroudedSubstrateBeginOpts","La Tecnica interviene: ""Usando los datos de sensores registrados durante nuestro encuentro con las, este, entidades hostiles, creemos que es posible reproducir de forma fiable ciertos efectos que se han observado"".

Los esquemas que se desplazan ante usted son complejos, pero reconoce los conductos y condensadores comunes en los montajes de armas de energia. Y algo extrano en el centro de cada diseno, algun corazon palpitante que no pertenece a estas creaciones humanas.

Confia lo suficiente en sus oficiales como para no preguntar si la potencia de salida proyectada es un error; ya ha visto de lo que estas cosas son capaces.",,
shroudedSubstrateOptSelF,DialogOptionSelected,$option == shroudedSubstrate_optSelF,"$player.canMakeDwellerWeapons = true
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","""$PlayerSirOrMadam,"" they say once more in unison.

Shrouded Substrate available: $player.shroudedSubstrateAvailable unit(s).","substrate_selectWeapons:Seleccionar armas para ensamblar
defaultLeave:Irse",
,,,,,,
shroudedSubstrateWasAnalyzed,ShroudedSubstrateRightClick,$player.canMakeDwellerWeapons,"ShowImageVisual shrouded_weapon_assembly
Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","Consultais con vuestro oficial tecnico y con el jefe de ingenieria en una pequena sala de reuniones con vistas a un taller adaptado para almacenar y analizar los inusuales especimenes que habeis encontrado. Estan examinando esquemas, sumidos en una discusion sobre detalles de implementacion. Os complace notar que su desacuerdo se desarrolla sobre una base de respeto profesional.

Os ven y, al unisono, dicen: ""$PlayerSirOrMadam"".

Substrato oculto disponible: $player.shroudedSubstrateAvailable unidad(s).","substrate_selectWeapons:Seleccionar armas para ensamblar
defaultLeave:Irse",
substrate_selectWeaponsSel,DialogOptionSelected,$option == substrate_selectWeapons,DwellerCMD showWeaponPicker,,,
SubstrateWeaponsPicked,SubstrateWeaponsPicked,,"Highlight $player.shroudedSubstrateAvailable
FireBest CheckPlayerHasNoSubstrate","Su oficial tecnico y su ingeniero jefe examinan los esquemas, discutiendo los detalles de la implementacion. Es grato notar que su desacuerdo se desarrolla sobre una base de respeto profesional.

Substrate oculto disponible: $player unidad(es).","substrate_selectWeapons:Seleccionar armas para ensamblar
defaultLeave:Irse",
CheckPlayerHasNoSubstrate,CheckPlayerHasNoSubstrate,$player.shroudedSubstrateAvailable <= 0,"SetEnabled substrate_selectWeapons false
SetTooltip substrate_selectWeapons ""No hay sustrato velado disponible.""",,,
,,,,,,
,,,,,,
# Shrouded Thunderhead/Mantle/Lens - analyzing to learn hullmods,,,,,,
ShroudedHullmodItemRCMantle,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_mantle,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMM_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCMantle1a,DialogOptionSelected,$option == ShroudedHMM_talk1,"$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","Encuentra a su oficial de tecnologia y a su ingeniero jefe en una profunda discusion sobre uno de los ejemplares inusuales que se encuentran en la bahia de ""rescate especial"".",,
ShroudedHullmodItemRCMantle1b,DialogOptionSelected,"$option == ShroudedHMM_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMM_talk2 0
FireBest DialogOptionSelected","Encuentras a tu oficial de tecnologia y a tu ingeniero jefe en otra discusion sobre uno de los especimenes inusuales que se encuentran en la bahia de ""rescate especial"".",,
ShroudedHullmodItemRCMantle2,DialogOptionSelected,$option == ShroudedHMM_talk2,,"Ingenieria frunce el ceno, manipulando el diagrama de una nave con movimientos bruscos en la interfaz. ""Tendria que estar anclado a la red de flujo. Es la unica forma de mantenerlo lo suficientemente cerca de la geometria del casco"".

""Precisamente"", dice Tecnica. ""Para evitar que el material exotico disminuya! Extraera energia de los proyectiles entrantes, almacenandola en el, eh... meta-plasma?"".

Ingenieria resopla con desden.

""Es simplemente un termino de trabajo"", dice Tecnica a la defensiva.",ShroudedHMM_talk3:Continuar,
ShroudedHullmodItemRCMantle3,DialogOptionSelected,$option == ShroudedHMM_talk3,"$option = ShroudedHMM_talk4 0
FireBest DialogOptionSelected","-No podemos almacenar energia para siempre en este plasma teorico y ficticio -dice Ingenieria-. Tendra que ir a alguna parte.

-Invierte la polaridad de los convertidores de flujo y parpadea el campo de propulsion. Pum!, un ligero bache en el espacio-tiempo local -el tecnico parece satisfecho de si mismo-. Quiero decir, en la propia nave.

-Esperas que sea un bache ligero -Ingenieria frunce el ceno, desplegando los graficos de sincronizacion de la supresion inercial de la placa antigravedad-. Si es que funciona.",,
ShroudedHullmodItemRCMantle4a,DialogOptionSelected,$option == ShroudedHMM_talk4,,"""Funcionara"", dice Tech.","ShroudedHMM_talk5:""Demuestrelo. Quiero una propuesta completa y un calendario de pruebas para el final del turno.""",
ShroudedHullmodItemRCMantle4b,DialogOptionSelected,"$option == ShroudedHMM_talk4
$player.didAShroudedHullmodUnlock",,-Funcionara -dice Tech-. Recuerdas la ultima vez?,"ShroudedHMM_talk5:""Demuestrelo. Quiero una propuesta completa y un calendario de pruebas para el final del turno.""",
ShroudedHullmodItemRCMantle5,DialogOptionSelected,$option == ShroudedHMM_talk5,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMM_talk6 0
FireBest DialogOptionSelected","Ambos se ponen en alerta, pues estaban tan absortos en su discusion que ninguno noto su aproximacion.

-$PlayerSirOrMadam, si, $playerSirOrMadam -dicen, saludando.",,
ShroudedHullmodItemRCMantle5l,DialogOptionSelected,"$option == ShroudedHMM_talk5l
$player.luddicFaithfulOrChurchCom",$player.didAShroudedHullmodUnlock = true,"Ambos se ponen en alerta, pues estaban tan absortos en su discusion que ninguno noto su aproximacion.

-$PlayerSirOrMadam, si, $playerSirOrMadam -dicen, saludando.",ShroudedHMM_talk6:Continuar,
ShroudedHullmodItemRCMantle6,DialogOptionSelected,$option == ShroudedHMM_talk6,"Highlight ""literalmente demoniaco""
DwellerCMD unlockHullmod",Consideras la innegable posibilidad de que la fe ludica vea cualquier uso de esta tecnologia como algo literalmente demoniaco. Podrias ser declarado un proscrito heretico y ser perseguido tanto por los Caballeros de Ludd como por la Senda Ludica.,"defaultLeave:""Como estaba"".",
,,,,,,
ShroudedHullmodItemRCThunderH,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_thunderhead,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHMTH_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCTH1a,DialogOptionSelected,$option == ShroudedHMTH_talk1,"$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","Encuentra a su oficial de tecnologia y a su ingeniero jefe en una profunda discusion sobre uno de los ejemplares inusuales que se encuentran en la bahia de ""rescate especial"".",,
ShroudedHullmodItemRCTH1b,DialogOptionSelected,"$option == ShroudedHMTH_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHMTH_talk2 0
FireBest DialogOptionSelected","Encuentra a su oficial de tecnologia y a su jefe de ingenieros en otra profunda discusion sobre uno de los ejemplares inusuales que se encuentran en la bahia de ""rescate especial"".",,
ShroudedHullmodItemRCTH2,DialogOptionSelected,$option == ShroudedHMTH_talk2,,"La tecnologia esta creando una maqueta holografica deslumbrantemente compleja, llena de lineas arqueadas y simbolos arcanos.

""Una nube del material exotico podria mantenerse dentro de una especie de gradiente de hiperespacio parpadeante... Teoricamente, acumularia carga a medida que los proyectiles salientes atraviesan el gradiente del campo ""imbuido"" y... teoricamente, esa carga adicional podria mantenerse y dirigirse luego hacia los enemigos cercanos"".",ShroudedHMTH_talk3:Continuar,
ShroudedHullmodItemRCTH3,DialogOptionSelected,$option == ShroudedHMTH_talk3,"$player.didAShroudedHullmodUnlock = true
$option = ShroudedHMTH_talk4 0
FireBest DialogOptionSelected","""Teoricamente"". Engineering cruza los brazos bajo una mirada muy esceptica.

""Operar durante el combate... hmm. Habria que hacer modificaciones. Emisores de escudo, campo de propulsion, supresion inercial... Tendre que hacer algunas pruebas"".

Engineering finalmente nota que observais su charla y se pone en posicion de atencion. ""Con su aprobacion, $PlayerSirOrMadam"".",,
ShroudedHullmodItemRCTH4,DialogOptionSelected,$option == ShroudedHMTH_talk4,"Highlight ""literalmente demoniaco""
DwellerCMD unlockHullmod",Consideras la innegable posibilidad de que la fe ludica vea cualquier uso de esta tecnologia como algo literalmente demoniaco. Podrias ser declarado un proscrito heretico y ser perseguido tanto por los Caballeros de Ludd como por la Senda Ludica.,"defaultLeave:""Presente un informe conjunto. Procederemos... en teoria.""",
ShroudedHullmodItemRCLens,ShroudedHullmodItemRC,$player.shroudedHullmodId == shrouded_lens,"ShowImageVisual shrouded_weapon_assembly
FireAll MostLuddicEthosRefresh
$option = ShroudedHML_talk1 0
FireBest DialogOptionSelected",,,
ShroudedHullmodItemRCL1a,DialogOptionSelected,$option == ShroudedHML_talk1,"$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","Encuentra a su oficial de tecnologia y a su ingeniero jefe en una profunda discusion sobre uno de los ejemplares inusuales que se encuentran en la bahia de ""rescate especial"".",,
ShroudedHullmodItemRCL1b,DialogOptionSelected,"$option == ShroudedHML_talk1
$player.didAShroudedHullmodUnlock","$option = ShroudedHML_talk2 0
FireBest DialogOptionSelected","Encuentra a su oficial de tecnologia y a su jefe de ingenieros en otra profunda discusion sobre uno de los ejemplares inusuales que se encuentran en la bahia de ""rescate especial"".",,
ShroudedHullmodItemRCL2,DialogOptionSelected,$option == ShroudedHML_talk2,,"""Esta ""lente"" -un termino provisional, por supuesto- no funciona en el espacio normal como tal"".

Tech esta en pleno modo conferencia sobre un arcaico holograma. Por el gesto de impaciencia de Ingenieria, se nota que llevan hablando varios minutos.

""Podria instalarse en lo profundo del casco, en una cuna especialmente estabilizada, por seguridad"", continua Tech.

A Ingenieria parece dolerle que describan esta propuesta como ""segura"".",ShroudedHML_talk3:Continuar,
ShroudedHullmodItemRCL3,DialogOptionSelected,$option == ShroudedHML_talk3,,"La Tecnica procede sin reconocer ninguna objecion.

""-...hacerlo girar durante las maniobras de combate, ajustando la frecuencia de las 'sondas' adaptadas de los estabilizadores de campos de propulsion. Esto crearia fracturas en el hiperespacio que causarian danos terribles a las estructuras del espacio-n. A las naves estelares, por ejemplo. Ahora, por razones obvias, el alcance teorico es infinito...""","ShroudedHML_talk4:""Un arma de alcance infinito, dice?""",
ShroudedHullmodItemRCL4,DialogOptionSelected,$option == ShroudedHML_talk4,$player.didAShroudedHullmodUnlock = true,"Ambos se sobresaltan ante tus palabras y se cuadran. ""$PlayerSirOrMadam!"" dicen al unisono, algo impropio en ellos.

Ingenieria aprovecha para meter baza por fin. ""La precision disminuye... de forma curiosa, en una progresion armonica pronunciada. Pero eso significa que, mas alla de los parametros de combate a media distancia, se generara un estallido energetico en un punto aleatorio de algun lugar del universo del n-espacio."" Mira de reojo a Tecnica. ""Solo otro parpadeo de radiacion de fondo cosmico.""

Tecnica parece a punto de decir algo, pero no le salen las palabras. Ingenieria vuelve a llenar el silencio. ""En la practica, solo podria apuntar a hostiles razonablemente cercanos.""",ShroudedHML_talk5:Continuar,
ShroudedHullmodItemRCL5,DialogOptionSelected,$option == ShroudedHML_talk5,"Highlight ""literalmente demoniaco""
DwellerCMD unlockHullmod",Consideras la innegable posibilidad de que la fe ludica vea cualquier uso de esta tecnologia como algo literalmente demoniaco. Podrias ser declarado un proscrito heretico y ser perseguido tanto por los Caballeros de Ludd como por la Senda Ludica.,"defaultLeave:""Tenga una propuesta lista para mi a final de turno.""",
